date,max_temp,min_temp,precip,snow,usgs_well,comments,,,
3/12/2000,7,4,0,0,37.65,Windy,,,
3/13/2000,10.5,-4.5,0,0,37.69,FROST,,,
3/14/2000,18,-3,0,0,37.7,,,,
3/15/2000,24,-1,0,0,37.74,,,,
3/16/2000,21,5,0.29,0,37.74,PM rain,,,
3/17/2000,7.5,5,0,0,37.8,Windy all day,,,
3/18/2000,7,-8,0,0,37.86,,,,
3/19/2000,7,-1,0.01,0,37.87,,,,
3/20/2000,7.5,3,0,0,37.92,Rain late PM,,,
3/21/2000,6,4,1.29,0,37.92,.65 inch (7:30AM)+.49 inch (11:00AM)+.15 inch (5:00PM)?,,,
3/22/2000,10,3,0.26,0,37.35,.22 inch (8:00AM)+.02 inch (5:00PM)+.02 inch (overnight),,,
3/23/2000,17,5.5,0,0,36.86,,,,
3/24/2000,21,0,0,0,36.52,,,,
3/25/2000,27.5,6,0.06,0,36.26,PM Thunderstorm,,,
3/26/2000,19,10,0,0,36.09,Windy,,,
3/27/2000,19.5,0,0.05,0,36.01,Windy,,,
3/28/2000,15,6,0.07,0,35.96,,,,
3/29/2000,15,5,0,0,36.01,,,,
3/30/2000,19,-0.5,0,0,36.06,,,,
3/31/2000,18,-2,0,0,36.14,FROST,,,
4/1/2000,23,-2.5,0.18,0,36.21,,,,
4/2/2000,20.5,11,0.01,0,36.25,PM rain - .18 inch (8:00PM),,,
4/3/2000,27,12,0.33,0,36.3,,,,
4/4/2000,17.5,13.5,0,0,36.38,.28 inch (8:30AM)+.05 inch (12:00PM) - Windy PM,,,
4/5/2000,14,0,0,0,36.45,Windy,,,
4/6/2000,25,6,0,0,36.54,,,,
4/7/2000,27,5,0,0,36.6,,,,
4/8/2000,26,15,1.21,0,36.65,Windy, Rain~2 PM, Thunderstorm 1.20 inch (8:00PM),
4/9/2000,10.5,0,0,0,36.56,,,,
4/10/2000,18.5,0,0,0,36.41,,,,
4/11/2000,20,5.5,0.1,0,36.41,early AM Rain (.01 inch )+PM Rain (.09 inch ),,,
4/12/2000,10.5,7,0,0,36.41,High Winds All Day,,,
4/13/2000,13.5,-2.5,0,0,36.43,FROST,,,
4/14/2000,16.5,0,0,0,36.45,,,,
4/15/2000,22,7,0.04,0,36.45,.01 inch (2:00PM) +.03 inch (overnight),,,
4/16/2000,28,11,0.01,0,36.51,PM Thunderstorm,,,
4/17/2000,16,15,0.62,0,36.57,early AM Thunderstorm .30 inch (overnight)+.13 inch ?,,,
4/18/2000,9,5,0.36,0,36.57,.34 inch (7:00PM)+.02 inch ,,,
4/19/2000,20,5,0,0,36.57,,,,
4/20/2000,23,7,0,0,36.54,Windy PM,,,
4/21/2000,20,12,0.29,0,36.48,.07 inch (8:00AM) early AM Thunderstorm+.22 inch ?,,,
4/22/2000,14,7,0.16,0,36.46,.16 inch (9:30AM),,,
4/23/2000,14,10,0.01,0,36.45,,,,
4/24/2000,20,2,0.01,0,36.45,,,,
4/25/2000,15,10,0.01,0,36.45,,,,
4/26/2000,16,1,0.01,0,36.47,.01 inch (~5:00PM shower),,,
4/27/2000,16,2,0,0,36.51,Windy all day,,,
4/28/2000,15,4,0,0,36.55,Windy PM,,,
4/29/2000,22,3,0,0,36.59,,,,
4/30/2000,23,4,0,0,36.65,,,,
5/1/2000,29,1,0.01,0,36.67,Windy PM,,,
5/2/2000,22,4,0.15,0,36.77,.15 inch (7:30AM) - Windy all day,,,
5/3/2000,25.5,3.5,0,0,36.84,,,,
5/4/2000,28,8,0.01,0,36.87,PM shower,,,
5/5/2000,30,13,0.01,0,36.93,PM shower,,,
5/6/2000,32,14,0,0,36.97,,,,
5/7/2000,34,14,0,0,37.03,,,,
5/8/2000,34,15.5,0,0,37.07,,,,
5/9/2000,34,16,0,0,37.1,,,,
5/10/2000,31,16,0.18,0,37.14,Windy AM, Thunderstorm w/ hail(~3:30PM)?,,
5/11/2000,29,6,0,0,37.15,,,,
5/12/2000,32.5,13,0,0,37.17,,,,
5/13/2000,33,19,0.05,0,37.19,PM Thunderstorm - Windy late PM,,,
5/14/2000,25,11,0,0,37.21,,,,
5/15/2000,21,3,0,0,37.27,,,,
5/16/2000,25,2,0,0,37.38,,,,
5/17/2000,27,9,0.06,0,37.4,early AM shower - Windy PM,,,
5/18/2000,30,12.5,0,0,37.43,Windy PM,,,
5/19/2000,21.5,20,0.55,0,37.46,.10 inch (11:30AM)+.45 inch (5:30PM),,,
5/20/2000,17,14,0.14,0,37.5,.04 inch (9:30AM)+.10 inch ,,,
5/21/2000,23.5,13,0.01,0,37.59,,,,
5/22/2000,22,15,0.69,0,37.61,.49 inch  AM Thunderstorm+.20 inch PM Thunderstorm?,,,
5/23/2000,22,11,0.22,0,37.62,.02 inch (4:00PM)+.20 inch ~Midnight Thunderstorm,,,
5/24/2000,31,13,0,0,37.66,,,,
5/25/2000,25.5,15.5,0,0,37.72,,,,
5/26/2000,27.5,10,0,0,37.74,,,,
5/27/2000,18,12,0.11,0,37.76,,,,
5/28/2000,15,13,0.2,0,37.79,,,,
5/29/2000,19,11,0.01,0,37.87,,,,
5/30/2000,21,4,0,0,37.92,,,,
5/31/2000,27,10,0,0,37.97,,,,
6/1/2000,32,10,0.06,0,38.01,Am shower,,,
6/2/2000,35.5,7,0,0,38.05,,,,
6/3/2000,24.5,17,0,0,38.09,Windy AM,,,
6/4/2000,25.5,9,0,0,38.14,,,,
6/5/2000,22,15,0.02,0,38.17,.02 inch (8:00PM),,,
6/6/2000,20,13,0.67,0,38.2,.60 inch (7:30AM) early AM Thunderstorm?,,,
6/7/2000,26,8,0,0,38.3,,,,
6/8/2000,30,10,0,0,38.38,,,,
6/9/2000,34,12.5,0,0,38.39,,,,
6/10/2000,35,16,0,0,38.4,,,,
6/11/2000,36,17,0,0,38.41,,,,
6/12/2000,33,18,0.48,0,38.43,.46 inch (5:00PM)+.02 inch  PM Thunderstorm,,,
6/13/2000,27.5,20,0.03,0,38.47,Thunderstorm (~3:00PM),,,
6/14/2000,25,20,0,0,38.49,Windy PM,,,
6/15/2000,31,19,1.13,0,38.53,Windy PM - PM Thunderstorm (2 events),,,
6/16/2000,32,18,0,0,38.54,,,,
6/17/2000,32,22,0.12,0,38.55,Light AM shower, PM Thunderstorm,,
6/18/2000,30.5,20,0.01,0,38.56,,,,
6/19/2000,24,11,0.14,0,38.58,.13 inch (early AM shower) + .01 inch (4:00PM),,,
6/20/2000,29.5,12,0.01,0,38.6,,,,
6/21/2000,32.5,14.5,0.8,0,38.67,Late PM Thunderstorm,,,
6/22/2000,30.5,21,0.01,0,38.68,,,,
6/23/2000,30,16,0,0,38.7,,,,
6/24/2000,33,16,0,0,38.74,,,,
6/25/2000,35,20,0.02,0,38.8,Late PM Thunderstorm,,,
6/26/2000,34,18,1.52,0,38.8,PM Thunderstorm w/ HIGH WINDS,,,
6/27/2000,30.5,19,0.08,0,38.76,PM shower,,,
6/28/2000,24,20,0.23,0,38.48,Light rain all day .21 inch (3:30Pm) + .02 inch ,,,
6/29/2000,29.5,18,0.01,0,38.38,AM drizzle,,,
6/30/2000,28,12,0,0,38.3,,,,
7/1/2000,29.5,13.5,0,0,,,,,
7/2/2000,32,14.5,0,0,,,,,
7/3/2000,33.5,16,0.44,0,,.11(AM) + .31 inch  (PM),,,
7/4/2000,32,20,0,0,,,,,
7/5/2000,30,20,0,0,,,,,
7/6/2000,29,13,0,0,,,,,
7/7/2000,27.5,18,0,0,,,,,
7/8/2000,28,9,0,0,,,,,
7/9/2000,33,13,0,0,,,,,
7/10/2000,32,22,0.09,0,,PM Thunderstorm,,,
7/11/2000,27,22,0.03,0,,AM Thunderstorm,,,
7/12/2000,29,16,0,0,,,,,
7/13/2000,26.5,17,0.2,0,,AM Thunderstorm,,,
7/14/2000,30,16,1,0,,Late PM Thunderstorm,,,
7/15/2000,27,17,0.05,0,,PM Thunderstorm,,,
7/16/2000,29,15,0.05,0,,PM Thunderstorm,,,
7/17/2000,30,14,0,0,,,,,
7/18/2000,33,16.5,0,0,,,,,
7/19/2000,22,20,0.46,0,,PM rain,,,
7/20/2000,28,16,0.01,0,,,,,
7/21/2000,30,13,0,0,,,,,
7/22/2000,28.5,14,0.09,0,,PM rain - .09 inch (6:00PM),,,
7/23/2000,25,13,0,0,,,,,
7/24/2000,20,18,0.34,0,,Early Am rain .28 inch (8:30AM) Light rain all day?,,,
7/25/2000,27,15.5,0,0,,,,,
7/26/2000,23,17,0.02,0,,early AM rain,,,
7/27/2000,29,18,0,0,,,,,
7/28/2000,31,17,0.07,0,,PM Thunderstorm,,,
7/29/2000,29,17,0.01,0,,PM shower,,,
7/30/2000,32,17.5,0,0,,,,,
7/31/2000,32.5,18,0.08,0,,Pm Thunderstorm,,,
8/1/2000,32,20,0.41,0,,PM Thunderstorm,,,
8/2/2000,31,21,0,0,,,,,
8/3/2000,31.5,22,0.18,0,,PM Thunderstorm,,,
8/4/2000,29.5,17.5,0.15,0,39.51,PM Thunderstorm,,,
8/5/2000,28,15,0,0,39.53,,,,
8/6/2000,25.5,16,1.24,0,39.57,AM,PM Thunderstorms 1.23 inch  (5:30PM)+.01 inch ,,
8/7/2000,35,18,0.02,0,39.52,,,,
8/8/2000,34.5,20,0,0,39.46,,,,
8/9/2000,32,21,0.08,0,39.51,PM Thunderstorm HIGH WINDS,,,
8/10/2000,32,18,0,0,39.54,,,,
8/11/2000,28,18,0,0,39.6,,,,
8/12/2000,28,15,0,0,39.64,,,,
8/13/2000,25.5,14,0.02,0,39.66,.01 inch (9:30AM)+.01 inch  All day drizzle,,,
8/14/2000,28.5,15,0,0,39.72,,,,
8/15/2000,31,14,0,0,39.76,,,,
8/16/2000,30.5,17,0,0,39.81,,,,
8/17/2000,26,12,0,0,39.85,,,,
8/18/2000,25.5,17,0.24,0,39.89,.22 inch (8:00AM) + .02 inch (2:30PM),,,
8/19/2000,26,12,0,0,39.93,,,,
8/20/2000,25,11,0,0,39.98,,,,
8/21/2000,27.5,8,0,0,40.05,,,,
8/22/2000,29,12.5,0,0,40.08,,,,
8/23/2000,27.5,15,0.05,0,40.14,PM shower .05 inch (5:30PM),,,
8/24/2000,29,18,0.08,0,40.17,PM Thunderstorm .07 inch (3:30PM) + .01 inch ,,,
8/25/2000,29,17,0,0,40.21,,,,
8/26/2000,30.5,13,0,0,40.26,,,,
8/27/2000,27,18,0.62,0,40.29,PM rain,,,
8/28/2000,27.5,15,0,0,40.36,,,,
8/29/2000,27,17,0.11,0,40.39,.02 inch (7:45AM)+.09 inch (1:15PM) AM drizzle,,,
8/30/2000,28,18,0.13,0,40.43,.13 inch (8:00AM) AM rain + Trace (PM),,,
8/31/2000,28,20,0.36,0,40.49,.08 inch (8:00AM)+.09 inch (4:00PM)+.19 inch (overnight)?,,,
9/1/2000,31,22,0.01,0,40.5,AM shower .01 inch (1:00PM),,,
9/2/2000,32,22,0,0,40.54,,,,
9/3/2000,30,21,0.02,0,40.59,,,,
9/4/2000,31,22,0.28,0,40.63,Late PM rain,,,
9/5/2000,22,13,0,0,40.67,,,,
9/6/2000,23,4,0,0,40.68,,,,
9/7/2000,25,8,0,0,40.69,,,,
9/8/2000,27,8,0.01,0,40.71,,,,
9/9/2000,30.5,12.5,0,0,40.71,,,,
9/10/2000,30.5,16,0,0,40.72,,,,
9/11/2000,27,21,0.09,0,40.73,.08 inch  (1:30PM) + .01 inch ,,,
9/12/2000,31,20,0.11,0,40.74,PM Thunderstorm,,,
9/13/2000,28,21,0,0,40.75,,,,
9/14/2000,29,14,0,0,40.95,,,,
9/15/2000,23.5,15,0.01,0,41,Windy all day PM showers,,,
9/16/2000,20,7,0,0,41.01,Windy all day,,,
9/17/2000,25,4,0,0,41.01,,,,
9/18/2000,26.5,8,0,0,41.02,Windy,,,
9/19/2000,18,9,2.53,0,41.03,.18 inch (7:45AM)+1.66 inch (12:00PM)+.40 inch (1:00PM)?,,,
9/20/2000,31,10,0,0,40.84,,,,
9/21/2000,25,13,0,0,40.78,Windy,,,
9/22/2000,24,6,0,0,40.8,,,,
9/23/2000,28,8,0,0,40.82,,,,
9/24/2000,28,16.5,0,0,40.84,,,,
9/25/2000,13,12,1.66,0,41.03,.21 inch (8:00AM)+.40 inch (2:00PM)+.30 inch (4:00PM)+.75 inch ?,,,
9/26/2000,12.5,8,0.02,0,40.87,.02 inch (12:15PM) - Windy PM,,,
9/27/2000,23,2.5,0,0,40.46,,,,
9/28/2000,23,4,0,0,40.53,,,,
9/29/2000,20,7.5,0,0,40.54,,,,
9/30/2000,21,3,0,0,40.59,,,,
10/1/2000,23,5,0,0,40.59,,,,
10/2/2000,26,6,0,0,40.63,,,,
10/3/2000,30,13,0,0,40.68,,,,
10/4/2000,31,13,0,0,40.73,,,,
10/5/2000,22,14,0,0,40.78,,,,
10/6/2000,26,14,0,0,40.79,Windy PM,,,
10/7/2000,15,6.5,0,0,40.8,,,,
10/8/2000,14,-1,0,0,40.81,Windy AM - SCATTERED FROST,,,
10/9/2000,14,-2.5,0,0,40.82,Windy all day - SCATTERED FROST,,,
10/10/2000,18,-5,0,0,40.83,,,,
10/11/2000,22,3,0,0,40.85,,,,
10/12/2000,25,1,0,0,40.87,Light Frost,,,
10/13/2000,26,0,0,0,41.06,Light Frost,,,
10/14/2000,27,2.5,0,0,41.07,,,,
10/15/2000,28,8,0,0,41.1,,,,
10/16/2000,22,8,0.01,0,41.11,,,,
10/17/2000,20,10,0.05,0,41.12,AM drizzle .05 inch (1:30PM),,,
10/18/2000,22.5,15,0.11,0,41.13,.10 inch  (8:00AM) + .01 inch  (11:00AM) Windy PM,,,
10/19/2000,22,5,0,0,41.14,,,,
10/20/2000,25,5,0,0,41.15,,,,
10/21/2000,27,5,0,0,41.16,,,,
10/22/2000,22,6,0,0,41.17,,,,
10/23/2000,20,2,0,0,41.17,,,,
10/24/2000,22,3,0,0,41.18,,,,
10/25/2000,22.5,6,0,0,41.18,,,,
10/26/2000,24,7,0,0,41.19,,,,
10/27/2000,23,9,0,0,41.2,,,,
10/28/2000,21.5,10,0,0,,Windy late PM,,,
10/29/2000,16,-3,0,0,,Scattered Frost,,,
10/30/2000,18.5,-1,0,0,,Windy all day,,,
10/31/2000,16,-3,0,0,,,,,
11/1/2000,18,-3,0,0,,,,,
11/2/2000,22,-2,0,0,,,,,
11/3/2000,23,0,0,0,,,,,
11/4/2000,19,7,0,0,,,,,
11/5/2000,15,3,0,0,,Windy,,,
11/6/2000,16,-5,0,0,,,,,
11/7/2000,19,-1,0,0,,,,,
11/8/2000,20,4,0.01,0,,PM shower,,,
11/9/2000,21,10,0.49,0,,.01 inch  (1:30PM) +.48 inch  PM rain,,,
11/10/2000,14.5,8,0,0,,Windy all day,,,
11/11/2000,14,8,0,0,,,,,
11/12/2000,11,3,0,0,,,,,
11/13/2000,12,-2.5,0,0,,,,,
11/14/2000,13,5,0,0,,,,,
11/15/2000,8,3,0,0,,,,,
11/16/2000,9.5,-8,0,0,,,,,
11/17/2000,13,-0.5,0,0,,Windy all day,,,
11/18/2000,6.5,-2,0,0,,,,,
11/19/2000,5,-2,0,0,,,,,
11/20/2000,10.5,-8,0.01,0,,Snow Squall ~ 1:30 PM Thunderstorm,,,
11/21/2000,3,-4,0,0,,,,,
11/22/2000,4,-8,0,0,,,,,
11/23/2000,3,-9,0,0,,,,,
11/24/2000,6.5,-12,0,0,,,,,
11/25/2000,3,-5,1.06,0,,Rain mid AM .01 inch (4:00PM) Heavy late PM,,,
11/26/2000,13,0,0.09,0,,1.05 inch (7:00AM) .01 inch (7:30AM)+.08 inch  rain,,,
11/27/2000,14,1,0,0,,,,,
11/28/2000,15,0,0,0,,,,,
11/29/2000,11,-5,0.14,0,,Windy PM, late PM Thunderstorm,,
11/30/2000,7.5,,0,0,,Improper Min. T reset,,,
12/1/2000,8,-3,0,0,,Windy PM,,,
12/2/2000,3,-1,0.01,0,,Early AM Snow Flurries,,,
12/3/2000,2,-13,0,0,,,,,
12/4/2000,8,-13,0,0,,,,,
12/5/2000,8,-6,0,0,,,,,
12/6/2000,0,-6,0,0,,,,,
12/7/2000,5,-7,0,0,,,,,
12/8/2000,7,-5,0,0,,,,,
12/9/2000,5,-3,0,0,,,,,
12/10/2000,3,-8,0,0,,,,,
12/11/2000,4,-5,0,0,,,,,
12/12/2000,11,0,0,0,,HIGH WINDS ALL DAY,,,
12/13/2000,1,-11,0,0,,,,,
12/14/2000,8,-2.5,0.92,0.75,,Snow, Sleet, Freezing Rain,
12/15/2000,5,0,0,0,,<10% Snow/ice cover,,,
12/16/2000,,-5,0.76,0,,AM drizzle, PM rain, heavy rain + sleet(late PM),
12/17/2000,,1,0,0,,Max. T reset problem,,,
12/18/2000,3,-7,0,0,42.63,,,,
12/19/2000,-2,-7,0.23,4.5,42.67,4.5 inch  (5:00PM),,,
12/20/2000,-2,-12,0,0,42.69,,,,
12/21/2000,2,-17,0,0,42.69,,,,
12/22/2000,-1.5,-13,0,0,42.73,,,,
12/23/2000,-1,-15,0,0,42.74,,,,
12/24/2000,7,-13,0,0,42.77,,,,
12/25/2000,-4,-12,0,0,42.8,90% Snow Cover,,,
12/26/2000,-1,-12,0,0,42.81,,,,
12/27/2000,0,-12,0,0,42.85,,,,
12/28/2000,-2,-7,0,0,42.88,AM Snow Flurries,,,
12/29/2000,-3,-14,0,0,42.91,,,,
12/30/2000,-1.5,-8,0,0,42.92,AM Snow Flurries,,,
12/31/2000,1,-8,0,0,42.97,90% Snow Cover,,,
1/1/2001,1.5,-8,0,0,42.98,90% Snow Cover,,,
1/2/2001,-1,-8,0,0,43.01,75% Snow Cover - Windy all day,,,
1/3/2001,3,-13,0,0,43.01,75% Snow Cover,,,
1/4/2001,3,-8,0,0,43.04,50% Snow Cover,,,
1/5/2001,3,-10,0.08,1,43.04,1 inch  snowfall [.07 inch melt] 8:00AM+Trace [.01 inch melt],,,
1/6/2001,5,-2,0,0,43.05,,,,
1/7/2001,8,-10,0,0,43.1,10% Snow Cover,,,
1/8/2001,2,-4,0.14,0.75,43.14,,,,
1/9/2001,0,-5,0,0,43.19,,,,
1/10/2001,10,-8,0,0,43.22,,,,
1/11/2001,14,-7,0,0,43.23,,,,
1/12/2001,9.5,-4,0,0,43.27,,,,
1/13/2001,10,-10,0,0,43.27,,,,
1/14/2001,8,-8,0,0,43.33,,,,
1/15/2001,11,-4,0,0,43.36,,,,
1/16/2001,7,-4,0,0,43.4,,,,
1/17/2001,7,1,0,0,43.4,,,,
1/18/2001,4,-4,0.05,0.25,43.44,.25 inch snow (10:30AM) [.05 inch melt],,,
1/19/2001,4,0,1.03,0,43.45,.37 inch (8:00AM)+.23 inch [1:00PM]+.16 inch (6:30PM)+.27 inch ?,,,
1/20/2001,1,0,0.38,4,43.36,AM Sleet Squall [.06 inch melt]+rain,sleet,snow?,
1/21/2001,2,-7,0,0,43.08,,,,
1/22/2001,2,-15,0,0,43.01,,,,
1/23/2001,6,-13,0,0,43.04,,,,
1/24/2001,11,-9,0,0,43.04,,,,
1/25/2001,2,-3,0,0,43.03,75% Snow Cover - Windy PM,,,
1/26/2001,7,-12,0,0,43.01,50% Snow Cover,,,
1/27/2001,7,0,0,0,43,,,,
1/28/2001,9,-4,0,0,42.98,25% Snow Cover,,,
1/29/2001,10,-6,0,0,42.98,,,,
1/30/2001,17,2,0.64,0,42.98,.60 inch (7:30AM)+.04 inch (1:00PM),,,
1/31/2001,11,0,0,0,42.72,,,,
2/1/2001,9.5,0,0,0,42.45,,,,
2/2/2001,10.5,-5,0,0,42.42,,,,
2/3/2001,4,-6.5,0,0,42.28,,,,
2/4/2001,7.5,-10,0,0,42.21,,,,
2/5/2001,7,-1,0.19,3,42.12,2 inch Snow (8:00AM) [.10 inch melt]+1 inch Snow(10:00AM)[.09 inch ?,,,
2/6/2001,12.5,-2,0,0,42.03,10% snow cover,,,
2/7/2001,15,-3,0,0,41.95,,,,
2/8/2001,17,-4,0,0,41.94,,,,
2/9/2001,22,-1,0,0,41.93,Windy PM,,,
2/10/2001,9.5,1,0,0,41.88,Windy all day,,,
2/11/2001,4,-8,0,0,41.9,,,,
2/12/2001,4,-7,0,0,41.9,early AM sleet, windy, late PM sleet,
2/13/2001,15,,0,0,41.9,Min. T reset problem,,,
2/14/2001,17,0,0.01,0,41.9,.01 inch (8:00AM),,,
2/15/2001,13,6,0.13,0,41.91,.13 inch ,,,
2/16/2001,9,5,0.44,0,41.91,.02 inch (8:00AM)+.21 inch (3:45PM)+.21 inch (overnight),,,
2/17/2001,4,1,0,0,41.9,AM Snow Flurries - Windy,,,
2/18/2001,3.5,-11,0,0,41.88,Windy AM,,,
2/19/2001,11,-12,0,0,41.88,,,,
2/20/2001,19,3,0,0,41.88,,,,
2/21/2001,11,2,0,0,41.9,,,,
2/22/2001,-2,-9,0.24,3.5,41.9,2.5 inch  snow (1:30PM) [.16 inch melt],,,
2/23/2001,8.5,-7,0,0,41.9,,,,
2/24/2001,7.5,-5,0,0,41.9,<10% snow cover,,,
2/25/2001,17,0,0.1,0,41.9,.10 inch  (11:00 AM),,,
2/26/2001,13,4,0,0,41.94,,,,
2/27/2001,17.5,-3,0,0,41.95,,,,
2/28/2001,,,0,0,41.95,Missed Readings - Snow Flurries,,,
3/1/2001,10.5,-8,0,0,41.95,,,,
3/2/2001,13,-4,0,0,41.96,,,,
3/3/2001,14,0,0,0,41.97,,,,
3/4/2001,5,3,0.24,0,41.98,.03 inch  (10:00 AM) + .20 inch  (6:00 PM) + .01 inch  (9:00?,,,
3/5/2001,4.5,-2,0.2,1.5,41.99,1 inch  Snow [.18 inch  melt+rain] (7:30 AM) + .5 inch  Snow?,,,
3/6/2001,3.5,-7,0.01,0,41.98,early AM Snow shower HIGH WINDS,,,
3/7/2001,9,-7,0,0,42.01,HIGH WINDS ALL DAY,,,
3/8/2001,12,-8,0,0,42.01,,,,
3/9/2001,6,0,0.01,0,42.01,Windy - Early AM Rain,,,
3/10/2001,7,-5,0,0,42.01,,,,
3/11/2001,19,-7,0,0,42.01,,,,
3/12/2001,14.5,-5.5,0.15,0,41.99,Windy - rain late PM + overnight,,,
3/13/2001,20,0,0.08,0,42.01,Mid day rain .08 inch  (2:00 PM) SEVERE WINDS?,,,
3/14/2001,14,3,0,0,42.02,,,,
3/15/2001,12,-2,0.25,0,42.02,,,,
3/16/2001,13,4,0.05,0,42.03,.04 inch (4:00 PM) + .01 inch ,,,
3/17/2001,14,2,0,0,42.11,,,,
3/18/2001,11,-1,0,0,42.14,Windy,,,
3/19/2001,13,-8,0,0,42.14,,,,
3/20/2001,11,-7,0.77,0,42.16,PM rain - .77 inch  (overnight),,,
3/21/2001,7,2,0.88,0,42.16,rain/high wind gusts - .64 inch (1:00 PM)+.17 inch (5:00?,,,
3/22/2001,11,4,0,0,40.94,Windy,,,
3/23/2001,15,4,0.01,0,40.38,Windy - PM shower,,,
3/24/2001,14,0,0,0,40.22,Windy,,,
3/25/2001,10,-5,0,0,40.02,,,,
3/26/2001,2,-4,0,0,39.88,Windy,,,
3/27/2001,4.5,-11,0,0,39.81,,,,
3/28/2001,13,-11,0,0,39.77,,,,
3/29/2001,5,0,1.5,0,39.77,.18 inch (1:00 PM)+.38 inch (6:45 PM)+.94 inch (late PM),,,
3/30/2001,14,2.5,0.01,0,39.67,Windy,,,
3/31/2001,11,4,0.09,0,38.55,.08 inch (10:00 AM) + .01 inch (3:00 PM),,,
4/1/2001,11,3.5,0,0,38.34,,,,
4/2/2001,14,4.5,0.02,0,38.15,.02 inch (7:30 AM) - Windy,,,
4/3/2001,19,-3,0,0,38.04,,,,
4/4/2001,15.5,1,0,0,37.96,,,,
4/5/2001,21,-3,0,0,37.95,,,,
4/6/2001,22,3,0.27,0,37.92,.01 inch (8:30 AM) Thunderstorm mid day + .23 inch (1:00?,,,
4/7/2001,24,11,0,0,37.96,,,,
4/8/2001,25.5,8,0,0,37.96,,,,
4/9/2001,33,10,0.17,0,38.02,Windy PM Late PM Thunderstorm w/ winds,,,
4/10/2001,22,12,0.23,0,38.08,Late PM Thunderstorm,,,
4/11/2001,14,10,0.74,0,38.13,.73 inch (1:00 PM) + .01 inch (4:00 PM),,,
4/12/2001,27,10,0,0,37.93,,,,
4/13/2001,25,12,0.04,0,37.8,.04 inch (9:30 PM)+.01 inch (4:00 PM),,,
4/14/2001,24.5,6,0,0,37.75,,,,
4/15/2001,22,7,0.35,0,37.71,.01 inch Early AM shower .34 inch PM rain,,,
4/16/2001,14,8,0.12,0,37.64,.06 inch (1:30PM)+.06 inch (overnight),,,
4/17/2001,9.5,-1,0.01,0,37.65,Windy - Late PM shower,,,
4/18/2001,10,1,0,0,37.72,High Winds all day,,,
4/19/2001,18.5,-4,0,0,37.78,FROST,,,
4/20/2001,21,0,0,0,37.85,,,,
4/21/2001,24,3,0.03,0,37.89,Mid day shower,,,
4/22/2001,29.5,12,0,0,37.95,,,,
4/23/2001,32,10,0,0,38.01,,,,
4/24/2001,29,14,0.02,0,38.09,,,,
4/25/2001,14.5,7,0,0,38.16,,,,
4/26/2001,20,-2.5,0,0,38.23,FROST,,,
4/27/2001,26.5,0,0,0,38.29,,,,
4/28/2001,20,8,0,0,38.38,,,,
4/29/2001,20.5,-2,0,0,38.45,,,,
4/30/2001,27,1,0,0,38.5,,,,
5/1/2001,30,6,0,0,38.54,,,,
5/2/2001,31.5,9,0,0,38.63,,,,
5/3/2001,33,10,0,0,38.68,,,,
5/4/2001,33,13,0,0,38.73,,,,
5/5/2001,28,17,0.03,0,38.79,PM Thunderstorm,,,
5/6/2001,19,8,0,0,38.87,,,,
5/7/2001,21,2,0,0,38.93,,,,
5/8/2001,24,3,0,0,38.97,,,,
5/9/2001,26,14,0.03,0,39.01,Debris in gauge,,,
5/10/2001,29,6,0,0,39.04,,,,
5/11/2001,31.5,9,0,0,39.08,,,,
5/12/2001,27.5,11,0,0,39.14,Windy PM,,,
5/13/2001,21.5,7,0,0,39.19,Windy,,,
5/14/2001,21.5,0,0.01,0,39.23,PM shower, Windy PM,,
5/15/2001,21,1,0,0,39.25,,,,
5/16/2001,21.5,4,0.02,0,39.31,PM shower,,,
5/17/2001,16,8,0.01,0,39.38,PM shower,,,
5/18/2001,21,11,0,0,39.43,,,,
5/19/2001,26,14,1.09,0,39.43,early AM rain - 1.09 inch (10:00 AM),,,
5/20/2001,20,14,0.04,0,39.5,AM shower,,,
5/21/2001,17,13,0.98,0,39.5,.23 inch (7:00AM)+.62 inch (4:30PM)+.13 inch (overnight),,,
5/22/2001,25.5,13,1.4,0,39.5,.09 inch (4:00PM)+1.31 inch (Late PM Thunderstorm),,,
5/23/2001,25,7,0,0,39.38,,,,
5/24/2001,27,7,0.02,0,38.98,PM shower,,,
5/25/2001,24,14,0.3,0,38.97,Late PM Thunderstorm,,,
5/26/2001,24,14,0.46,0,38.93,PM Thunderstorm w/ hail,,,
5/27/2001,23,12,0,0,38.91,,,,
5/28/2001,26,9,0,0,38.89,,,,
5/29/2001,25,8,0,0,38.9,,,,
5/30/2001,21,14,0,0,38.94,,,,
5/31/2001,22,3,0,0,38.98,,,,
6/1/2001,21,7,0.13,0,39,PM shower,,,
6/2/2001,26.5,14,0.44,0,39.01,Windy AM - PM shower - .40 inch +.04 - overnight,,,
6/3/2001,21,13,0,0,39.1,,,,
6/4/2001,26,8,0.12,0,39.14,Late PM Thunderstorm,,,
6/5/2001,28,14,0,0,39.19,,,,
6/6/2001,26,17,0.63,0,39.22,.03 inch (early AM)+.17 inch (10:00AM-Mid AM Thunderstorm?,,,
6/7/2001,23,15,0.04,0,39.25,,,,
6/8/2001,26,12,0,0,39.27,,,,
6/9/2001,28,9,0,0,39.31,,,,
6/10/2001,30,9,0,0,39.36,,,,
6/11/2001,32.5,13,0,0,39.41,,,,
